Name,EmployeId,Gender,Age,MaritalStatus,EducationField,Qualifications,Vertical,Role,Work Experience,DistanceFromHome,Daily,Hour,Monthly,MonthlyRate,OverTime,Hours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,Turnover,Travelling,Satisfaction,Engagement,JobLevel,Last Rating,SalaryHike,Work&Life
Orlando,IDRD686,M,34,Married,Medical,2,Research & Development,Research Scientist,4,7,1376,78,2318,15196,Yes,80,1,0,0,7,2,No,No,3,3,1,3,12,3
Orville,IDRD839,M,50,Single,Medical,3,Research & Development,Research Director,2,1,1022,52,16666,2125,No,80,20,0,2,7,3,No,Sometimes,2,3,4,3,13,3
Oscar,IDSL108,M,30,Married,Medical,1,Sales,Sales Representative,1,2,1402,97,2414,15815,No,80,1,0,0,0,3,No,Sometimes,3,3,1,3,13,3
Otis,IDSL292,M,26,Single,Life Sciences,3,Sales,Sales Executive,0,4,1189,42,6718,11286,No,80,6,7,1,4,3,No,Sometimes,4,2,2,3,11,1
Otto,IDSL420,M,45,Single,Medical,3,Sales,Sales Executive,2,7,657,70,10345,14511,No,80,2,2,2,2,2,No,Mostly,1,3,3,3,12,2
Owen,IDSL114,M,28,Single,Medical,3,Sales,Sales Executive,1,23,1163,94,8290,15034,No,80,0,0,0,0,2,No,Sometimes,4,3,2,3,13,3
Pablo,IDRD718,M,54,Single,Life Sciences,2,Research & Development,Manufacturing Director,2,2,646,89,16742,14251,Yes,80,11,1,15,7,3,Yes,Sometimes,3,2,4,4,22,3
Paige,IDRD325,F,40,Single,Life Sciences,2,Research & Development,Laboratory Technician,4,2,676,39,5760,2653,No,80,6,2,1,7,4,No,Sometimes,3,3,2,3,11,2
Paisley,IDRD797,F,26,Married,Medical,3,Research & Development,Research Scientist,0,2,720,87,3974,13907,Yes,80,5,4,0,4,4,Yes,Sometimes,1,3,1,4,20,3
Pam,IDSL416,F,26,Single,Medical,4,Sales,Sales Representative,1,1,438,39,2450,10021,No,80,4,2,0,2,3,Yes,Mostly,4,1,1,3,12,3
Pamela,IDRD069,F,30,Divorced,Medical,3,Research & Development,Research Scientist,0,5,1335,87,2796,14557,Yes,80,1,0,0,0,2,Yes,Sometimes,4,2,1,3,17,2
Paris,IDRD941,F,46,Married,Life Sciences,3,Research & Development,Laboratory Technician,1,1,915,76,2792,26424,No,80,7,7,0,7,2,No,Sometimes,1,3,1,3,16,3
Parker,IDSL198,M,28,Single,Medical,1,Sales,Sales Representative,0,1,419,92,3409,11881,No,80,3,2,0,1,6,No,Sometimes,3,3,1,3,12,4
Pat,IDRD772,F,43,Married,Life Sciences,4,Research & Development,Healthcare Representative,7,22,624,82,4539,17762,No,80,7,7,0,7,2,No,Sometimes,3,3,2,3,18,3
Patrice,IDRD834,F,33,Single,Life Sciences,4,Research & Development,Manufacturing Director,2,18,580,51,4858,7158,No,80,5,1,1,8,2,Yes,Sometimes,4,3,3,3,11,4
Patricia,IDRD011,F,23,Single,Life Sciences,1,Research & Development,Research Scientist,1,3,1275,66,2378,16110,No,80,1,0,0,1,3,Yes,Sometimes,3,1,1,3,18,3
Patrick,IDRD058,M,54,Married,Life Sciences,4,Research & Development,Manager,4,29,147,93,16616,25213,Yes,80,4,3,1,3,5,No,Sometimes,2,3,4,3,11,3
Patsy,IDSL182,F,25,Single,Life Sciences,3,Sales,Sales Representative,1,2,485,51,2093,7332,No,80,1,0,0,0,3,No,Sometimes,1,2,1,4,24,4
Patti,IDRD724,F,35,Married,Medical,3,Research & Development,Laboratory Technician,1,26,1034,33,2856,18355,No,80,2,2,2,2,2,Yes,Sometimes,2,3,1,3,14,3
Patty,IDRD575,F,24,Single,Technical Degree,3,Research & Development,Research Scientist,1,3,1450,95,9753,8937,No,80,4,2,0,3,4,No,Sometimes,4,2,1,3,13,3
Paul,IDSL006,M,29,Married,Life Sciences,1,Sales,Sales Representative,6,3,1433,97,8274,6784,Yes,80,4,2,0,2,3,No,Sometimes,2,3,1,3,16,3
Paula,IDSL077,F,18,Single,Medical,3,Sales,Sales Representative,0,4,891,53,1854,7133,No,80,2,2,0,2,5,Yes,Mostly,4,2,1,3,17,4
Paulette,IDRD710,F,35,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,0,7,483,54,4908,15824,No,80,10,9,0,0,2,No,Sometimes,3,3,2,3,17,3
Pauline,IDSL099,F,29,Married,Medical,4,Sales,Sales Executive,1,5,1388,98,7822,15915,Yes,80,14,7,7,7,2,Yes,Mostly,1,3,3,3,12,3
Payton,IDRD639,F,26,Single,Life Sciences,5,Research & Development,Research Scientist,6,1,539,45,2223,9382,No,80,2,2,2,2,3,No,Sometimes,2,2,1,3,13,3
Pearl,IDSL144,F,50,Single,Life Sciences,3,Sales,Manager,8,1,457,52,13356,3080,No,80,30,8,8,12,2,No,Mostly,3,4,5,3,11,3
Pedro,IDRD448,M,32,Single,Life Sciences,1,Research & Development,Research Scientist,0,8,109,72,3679,25193,No,80,4,4,1,3,2,No,Mostly,4,3,1,3,15,3
Peggy,IDRD164,F,30,Single,Human Resources,3,Research & Development,Laboratory Technician,1,2,323,46,1649,4051,No,80,1,0,0,0,2,No,Sometimes,3,1,1,3,12,3
Penelope,IDRD547,F,37,Married,Medical,4,Research & Development,Laboratory Technician,1,2,777,79,4472,12329,No,80,18,17,15,7,2,No,Sometimes,3,2,2,3,14,3
Penny,IDRD421,F,40,Single,Technical Degree,4,Research & Development,Manufacturing Director,7,2,107,45,5446,7729,Yes,80,16,17,15,17,6,No,Sometimes,4,2,3,3,13,2
Percy,IDRD898,M,46,Divorced,Other,3,Research & Development,Laboratory Technician,1,2,143,91,2546,26173,No,80,2,2,2,2,6,No,Sometimes,3,2,1,3,18,2
Perry,IDRD502,M,53,Married,Medical,3,Research & Development,Laboratory Technician,3,6,433,30,4435,14451,Yes,80,5,4,0,2,2,No,Sometimes,3,4,2,3,11,3
Pete,IDRD737,M,26,Single,Life Sciences,3,Research & Development,Research Scientist,1,7,606,32,2986,26914,Yes,80,8,7,7,7,0,Yes,Mostly,1,1,1,3,13,1
Peter,IDRD063,M,48,Divorced,Medical,2,Research & Development,Healthcare Representative,4,9,111,78,10186,15938,No,80,13,12,1,2,2,No,Sometimes,4,3,3,3,11,3
Peyton,IDRD687,F,32,Divorced,Marketing,4,Sales,Sales Executive,1,8,618,70,9798,15995,No,80,5,2,0,4,3,No,Mostly,2,3,2,3,12,2
Peyton,IDSL257,M,31,Divorced,Life Sciences,2,Research & Development,Healthcare Representative,4,4,433,68,4497,11046,No,80,1,0,0,0,3,No,Mostly,3,2,2,3,13,3
Philip,IDSL060,M,49,Single,Life Sciences,3,Sales,Sales Executive,3,1,1025,45,19268,22512,No,80,3,2,0,2,2,No,No,1,3,3,3,15,3
Phillip,IDRD150,M,54,Divorced,Medical,2,Research & Development,Laboratory Technician,8,9,1378,92,5020,23817,No,80,3,5,1,2,2,No,Sometimes,2,2,2,3,13,3
Phoebe,IDRD840,F,33,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,1,1,1322,41,1102,6211,No,80,5,11,0,1,2,No,Sometimes,3,3,1,3,18,3
Phyllis,IDRD148,F,21,Single,Life Sciences,1,Research & Development,Manufacturing Director,6,1,320,44,4326,20155,No,80,5,4,0,3,2,Yes,Mostly,4,1,2,3,14,2
Piper,IDRD704,F,38,Married,Medical,2,Research & Development,Research Scientist,1,25,1440,54,4454,12339,No,80,6,2,0,4,3,No,Mostly,1,3,2,3,13,2
Polly,IDRD949,F,45,Single,Other,4,Research & Development,Research Scientist,1,1,1167,41,4775,16918,No,80,19,7,1,9,6,Yes,Sometimes,4,2,2,3,13,3
Preston,IDRD382,M,36,Single,Medical,3,Research & Development,Manufacturing Director,0,1,1432,53,8258,23471,No,80,10,7,0,7,3,No,No,4,3,2,4,25,4
Priscilla,IDSL176,F,50,Married,Marketing,4,Sales,Sales Executive,4,2,514,78,6637,23254,No,80,2,2,0,2,2,No,Sometimes,4,3,2,3,12,3
Quentin,IDSL355,M,43,Married,Marketing,2,Sales,Sales Executive,6,1,586,55,8200,15544,No,80,8,7,0,7,4,No,No,2,3,2,3,11,3
Quinn,IDRD845,M,30,Single,Life Sciences,5,Research & Development,Laboratory Technician,1,18,463,58,2297,14470,No,80,11,8,5,7,2,No,Mostly,3,3,3,3,11,3
Quinn,IDRD879,F,35,Single,Life Sciences,4,Research & Development,Manufacturing Director,0,1,1384,97,7481,16774,No,80,10,8,0,8,3,No,Sometimes,3,4,3,3,13,3
Quinton,IDRD914,M,42,Divorced,Life Sciences,1,Research & Development,Healthcare Representative,1,5,1075,98,3807,20436,No,80,20,8,9,7,2,No,Sometimes,1,1,2,3,14,2
Rachael,IDRD450,F,28,Single,Medical,2,Research & Development,Laboratory Technician,1,21,1467,35,2377,12670,Yes,80,5,1,0,4,2,No,Sometimes,2,2,1,3,16,3
Rachel,IDRD068,F,55,Married,Other,4,Research & Development,Research Director,9,1,602,30,19499,2137,Yes,80,22,9,13,12,2,No,Sometimes,3,3,5,4,25,4
Rachelle,IDRD809,F,22,Married,Other,2,Research & Development,Laboratory Technician,1,4,1244,51,4140,4728,No,80,5,3,0,3,5,Yes,Sometimes,3,1,1,3,11,1
Rafael,IDSL241,M,41,Married,Life Sciences,3,Sales,Sales Executive,5,2,238,64,8584,22695,No,80,6,7,1,5,3,No,Mostly,1,3,3,3,11,4
Ralph,IDRD109,M,40,Divorced,Life Sciences,3,Research & Development,Research Director,2,13,1432,95,10862,19835,No,80,5,8,1,3,2,No,Sometimes,4,3,4,3,13,2
Ramon,IDSL252,M,50,Married,Life Sciences,4,Sales,Sales Executive,7,9,252,74,5526,14290,No,80,8,4,0,7,2,Yes,Mostly,2,3,2,3,12,3
Ramona,IDSL265,F,56,Single,Life Sciences,1,Sales,Sales Executive,7,4,212,74,14602,19293,Yes,80,10,6,4,16,0,No,Sometimes,4,1,4,4,20,3
Randal,IDSL433,M,32,Married,Life Sciences,1,Sales,Sales Representative,1,2,136,81,2009,26842,No,80,1,0,0,0,3,No,Sometimes,3,3,1,3,19,3
Randall,IDRD250,M,39,Married,Technical Degree,4,Research & Development,Laboratory Technician,1,8,290,31,2119,20488,Yes,80,10,7,1,8,2,Yes,Sometimes,1,2,1,3,12,2
Randi,IDRD900,F,37,Married,Medical,4,Research & Development,Laboratory Technician,9,16,861,73,5815,9604,Yes,80,14,11,5,15,2,No,Sometimes,1,3,1,4,20,3
Randolph,IDRD666,M,35,Married,Other,2,Research & Development,Manufacturing Director,0,7,696,30,7297,15159,No,80,5,0,1,3,2,No,Sometimes,4,3,3,3,11,3
Randy,IDRD142,M,43,Married,Life Sciences,3,Research & Development,Manufacturing Director,1,28,107,38,7000,5135,No,80,10,0,4,6,2,No,Sometimes,2,3,3,3,11,3
Raquel,IDRD665,F,30,Single,Life Sciences,5,Research & Development,Research Scientist,1,1,274,43,4673,15898,Yes,80,9,5,7,7,2,No,Mostly,3,1,2,3,14,4
Raul,IDSL230,M,37,Single,Medical,2,Sales,Sales Executive,1,2,186,46,4927,5187,No,80,5,3,0,7,5,No,Sometimes,1,3,2,3,18,3
Raven,IDHR055,F,31,Single,Other,4,Human Resources,Sales Representative,0,13,670,51,2598,23636,Yes,80,10,0,2,7,2,Yes,No,4,2,1,3,14,4
Ray,IDHR015,M,35,Married,Life Sciences,4,Human Resources,Manufacturing Director,1,4,362,83,4107,11865,Yes,80,10,6,0,8,3,No,No,2,3,2,3,18,2
Raymond,IDRD050,M,28,Married,Medical,2,Research & Development,Research Scientist,1,9,940,72,2640,22288,No,80,2,2,2,2,2,No,Sometimes,3,3,1,3,11,2
Reagan,IDRD655,F,22,Married,Technical Degree,4,Research & Development,Research Scientist,1,2,1131,81,3354,3979,No,80,5,2,0,3,2,No,Sometimes,3,1,1,3,11,3
Reba,IDRD832,F,20,Divorced,Technical Degree,3,Research & Development,Laboratory Technician,1,19,346,96,4211,13880,No,80,1,0,1,0,2,No,Sometimes,3,3,1,4,21,2
Rebecca,IDRD052,F,31,Divorced,Medical,3,Research & Development,Research Scientist,4,9,699,61,2376,6983,No,80,4,2,1,2,4,No,Sometimes,1,3,1,3,14,3
Rebekah,IDRD499,F,38,Married,Technical Degree,4,Research & Development,Research Scientist,1,5,247,46,2109,4638,No,80,1,0,0,0,5,Yes,Sometimes,2,4,1,3,17,3
Reed,IDSL427,M,36,Divorced,Life Sciences,4,Sales,Sales Executive,3,9,1078,43,5026,12007,Yes,80,5,7,1,3,1,Yes,Sometimes,3,1,2,3,12,2
Reese,IDSL417,F,30,Single,Marketing,1,Sales,Sales Executive,8,1,227,57,7717,20387,Yes,80,4,2,1,2,5,No,Sometimes,4,3,2,3,13,3
Regina,IDRD269,F,44,Married,Other,3,Research & Development,Laboratory Technician,0,2,212,45,2064,13323,No,80,1,0,1,0,3,No,Sometimes,4,2,1,3,11,3
Reginald,IDSL189,M,53,Married,Medical,4,Sales,Sales Executive,4,19,299,48,4850,21428,No,80,5,3,1,4,2,No,Sometimes,3,1,2,3,14,3
Reid,IDRD833,M,40,Married,Medical,3,Research & Development,Research Director,3,24,474,70,15212,3102,No,80,3,0,4,2,2,No,Sometimes,4,3,4,3,12,1
Rena,IDRD786,F,45,Married,Life Sciences,2,Research & Development,Laboratory Technician,1,9,1455,83,2893,15980,No,80,5,1,0,2,2,No,Sometimes,1,3,2,3,11,3
Rene,IDRD663,M,21,Single,Medical,1,Research & Development,Research Scientist,0,3,132,74,2434,12020,No,80,0,0,0,0,2,Yes,Sometimes,2,2,1,3,14,2
Renee,IDRD256,F,45,Divorced,Other,4,Research & Development,Research Director,2,7,183,65,16771,23127,No,80,11,10,4,10,2,No,Sometimes,4,2,3,3,16,3
Reuben,IDHR062,M,51,Married,Life Sciences,4,Human Resources,Research Director,1,20,107,61,19410,2855,Yes,80,31,3,11,4,2,Yes,Sometimes,1,4,5,3,12,3
Rex,IDSL291,M,41,Married,Marketing,2,Sales,Sales Executive,1,20,388,60,4201,11236,Yes,80,16,13,4,12,2,No,Sometimes,4,3,2,3,15,3
Rhonda,IDRD237,F,34,Married,Life Sciences,2,Research & Development,Research Scientist,1,21,847,37,2101,16458,No,80,3,5,1,2,2,No,Sometimes,1,1,1,3,13,3
Ricardo,IDRD332,M,19,Single,Other,3,Research & Development,Research Scientist,1,3,691,71,2719,13180,No,80,5,3,1,1,2,No,Sometimes,2,3,1,3,19,3
Richard,IDRD006,M,48,Single,Life Sciences,2,Research & Development,Healthcare Representative,1,5,344,86,4629,12195,No,80,5,4,3,3,3,No,Sometimes,3,3,2,3,13,3
Rick,IDRD482,M,50,Married,Medical,3,Research & Development,Research Director,6,9,809,95,10097,17265,Yes,80,27,7,0,9,3,No,Sometimes,4,2,5,3,15,3
Rickey,IDSL279,M,29,Divorced,Marketing,3,Sales,Sales Executive,1,4,794,57,4831,7058,No,80,3,2,1,1,3,No,Sometimes,2,3,2,3,11,3
Ricky,IDRD223,M,38,Divorced,Medical,4,Research & Development,Research Scientist,0,3,111,64,4348,4972,Yes,80,5,3,1,4,2,Yes,Mostly,4,2,2,3,12,1
Riley,IDRD401,F,26,Married,Life Sciences,4,Research & Development,Human Resources,1,2,483,59,4770,13478,No,80,4,3,2,0,6,Yes,Mostly,3,3,2,4,20,3
Riley,IDRD413,M,29,Married,Life Sciences,1,Research & Development,Research Scientist,1,3,893,81,3561,22389,No,80,1,0,4,0,3,No,Sometimes,3,3,1,3,14,3
Rita,IDSL073,F,58,Married,Life Sciences,3,Sales,Sales Executive,8,22,1007,47,16167,23598,Yes,80,1,0,0,0,5,Yes,Sometimes,1,2,2,3,18,3
Robert,IDHR001,M,36,Single,Life Sciences,4,Human Resources,Manager,1,10,833,34,6052,20832,No,80,7,7,0,0,3,Yes,Sometimes,2,3,2,3,16,4
Roberta,IDRD279,F,30,Single,Life Sciences,4,Research & Development,Research Scientist,1,1,492,58,2516,15057,No,80,5,4,0,4,2,No,Sometimes,3,2,1,3,13,3
Roberto,IDRD389,M,55,Single,Life Sciences,4,Research & Development,Manufacturing Director,3,2,1369,99,8496,25079,No,80,4,7,3,4,2,No,Sometimes,1,3,3,3,12,2
Robin,IDRD161,F,30,Married,Life Sciences,4,Research & Development,Laboratory Technician,4,9,969,78,2416,15405,No,80,3,2,1,2,1,No,No,1,3,1,3,14,3
Robin,IDRD674,M,45,Married,Medical,1,Research & Development,Healthcare Representative,2,1,858,87,19323,13354,No,80,6,2,4,6,6,No,Sometimes,2,3,4,3,12,3
Robyn,IDRD528,F,26,Married,Life Sciences,3,Research & Development,Research Scientist,1,8,140,31,1266,6217,No,80,5,2,0,2,3,No,Sometimes,3,3,1,3,15,3
Rochelle,IDRD688,F,52,Married,Life Sciences,1,Research & Development,Manager,4,2,667,36,13154,7879,No,80,27,16,7,9,2,No,Sometimes,2,1,5,3,11,3
Roderick,IDRD673,M,25,Married,Medical,2,Research & Development,Research Scientist,4,5,1178,49,2286,10394,Yes,80,2,2,2,2,4,No,Sometimes,3,2,1,3,13,3
Rodney,IDRD203,M,39,Single,Life Sciences,3,Research & Development,Manufacturing Director,4,3,1050,45,6494,8625,No,80,14,2,5,12,3,No,No,3,3,2,4,22,4
Rodolfo,IDRD864,M,25,Married,Medical,3,Research & Development,Research Scientist,1,26,948,56,2381,15080,No,80,1,0,0,0,2,No,Sometimes,3,3,1,3,12,3
Roger,IDRD101,M,58,Single,Medical,4,Research & Development,Manufacturing Director,9,3,1232,70,5575,24822,No,80,4,4,1,1,3,No,Sometimes,1,3,2,4,20,3
Roland,IDSL212,M,37,Married,Life Sciences,3,Sales,Sales Executive,1,4,994,36,4781,8808,Yes,80,10,8,7,7,3,Yes,Mostly,1,2,3,3,11,2
Roman,IDRD526,M,28,Married,Life Sciences,1,Research & Development,Laboratory Technician,1,20,796,32,3018,16320,No,80,7,2,1,0,3,No,Mostly,3,3,1,3,19,3
Ron,IDRD817,M,41,Single,Life Sciences,2,Research & Development,Healthcare Representative,1,2,169,71,6352,17101,No,80,10,7,0,7,3,No,Sometimes,1,3,2,3,14,3
Ronald,IDSL009,M,18,Married,Marketing,2,Sales,Sales Executive,9,2,1255,62,4377,10759,No,80,7,7,7,2,2,No,Sometimes,2,3,2,3,12,3
Ronda,IDRD842,F,58,Married,Medical,4,Research & Development,Research Scientist,8,1,1106,84,2015,15142,No,80,0,0,0,0,5,No,Sometimes,4,3,1,3,15,1
Ronnie,IDRD266,M,45,Single,Medical,3,Research & Development,Research Director,6,6,710,52,4745,23181,No,80,6,8,0,7,2,No,Mostly,3,3,2,3,13,3
Roosevelt,IDSL381,M,54,Divorced,Medical,4,Sales,Sales Representative,4,1,1324,39,3020,10982,No,80,2,2,2,2,3,No,Mostly,4,3,1,3,12,4
Rory,IDRD938,M,40,Single,Life Sciences,3,Research & Development,Healthcare Representative,7,2,1242,93,4988,15926,No,80,10,7,0,7,2,No,Sometimes,3,2,2,3,14,3
Rosa,IDRD275,F,30,Married,Medical,1,Research & Development,Laboratory Technician,6,2,252,73,3758,15243,No,80,12,9,3,2,2,No,No,3,2,1,3,13,3
Rosalie,IDRD512,F,40,Single,Life Sciences,2,Research & Development,Manager,3,3,834,90,16954,22794,No,80,5,0,0,4,2,No,Sometimes,4,2,3,3,18,1
Rose,IDSL038,F,41,Divorced,Marketing,4,Sales,Sales Representative,8,8,796,60,2737,2344,Yes,80,2,2,2,2,2,No,Sometimes,2,3,1,3,13,3
Rosemarie,IDRD659,F,34,Married,Medical,2,Research & Development,Research Scientist,0,8,1274,64,5470,8959,No,80,15,9,1,12,2,No,Mostly,4,2,2,3,16,3
Rosemary,IDSL136,F,41,Single,Other,4,Sales,Sales Executive,7,4,1301,59,16581,17714,Yes,80,3,2,2,2,2,No,Sometimes,3,3,5,3,11,1
Rosie,IDRD490,F,40,Married,Life Sciences,4,Research & Development,Manager,4,5,350,58,16763,26341,No,80,17,8,11,15,0,No,Sometimes,1,3,4,4,21,3
Ross,IDRD453,M,36,Married,Life Sciences,1,Research & Development,Research Director,1,2,636,41,17705,25725,No,80,21,7,3,9,2,No,Sometimes,4,2,4,3,13,3
Roxanne,IDRD584,F,20,Married,Medical,3,Research & Development,Research Scientist,1,3,476,76,3029,6959,No,80,4,2,0,2,2,No,Sometimes,4,1,1,3,17,2
Roy,IDSL051,M,37,Single,Marketing,4,Sales,Sales Executive,7,1,388,54,5211,22697,Yes,80,2,2,2,2,2,No,Sometimes,4,2,2,3,14,4
Royce,IDRD964,M,21,Single,Medical,1,Research & Development,Research Scientist,2,2,873,64,2823,12125,No,80,1,4,0,0,5,No,Mostly,4,2,1,3,11,3
Ruben,IDRD383,M,30,Married,Life Sciences,3,Research & Development,Laboratory Technician,8,1,755,97,3660,12004,No,80,5,4,0,3,3,No,Mostly,3,4,1,3,14,2
Ruby,IDRD131,F,27,Divorced,Medical,3,Research & Development,Laboratory Technician,1,9,479,93,2333,2125,No,80,3,2,0,3,2,Yes,Sometimes,4,3,1,3,11,2
Rudolph,IDSL309,M,25,Divorced,Medical,3,Sales,Sales Executive,1,20,891,96,4114,4317,No,80,3,2,1,2,5,No,No,3,2,2,3,13,3
Rudy,IDRD680,M,35,Divorced,Other,3,Research & Development,Research Scientist,1,9,338,48,3806,15217,No,80,4,4,0,3,2,No,Sometimes,1,3,1,4,22,2
Rufus,IDRD823,M,35,Single,Medical,4,Research & Development,Research Scientist,1,13,201,76,1472,12274,No,80,10,0,0,8,2,No,Sometimes,2,3,1,3,17,3
Russell,IDRD127,M,41,Single,Life Sciences,2,Research & Development,Research Scientist,0,7,854,64,3286,11561,Yes,80,5,3,1,4,2,Yes,No,3,2,1,3,13,3
Ruth,IDRD043,F,35,Single,Technical Degree,3,Research & Development,Sales Executive,1,15,1112,94,7362,11309,Yes,80,18,13,4,16,2,No,Sometimes,2,3,3,3,11,3
Ryan,IDSL010,M,29,Divorced,Medical,3,Sales,Sales Representative,1,17,616,57,1370,23238,No,80,1,0,0,0,2,No,No,4,4,1,4,23,3
Ryder,IDRD695,M,38,Single,Life Sciences,2,Research & Development,Research Scientist,1,13,855,68,2896,3354,No,80,4,1,1,3,3,No,No,4,2,1,3,12,3
Rylan,IDRD931,M,31,Married,Life Sciences,2,Research & Development,Research Director,6,2,722,42,16078,15664,Yes,80,8,7,6,7,3,No,Sometimes,4,4,3,3,13,2
Rylee,IDSL314,F,47,Married,Marketing,2,Sales,Sales Executive,6,7,1353,60,5220,4001,No,80,3,2,0,2,4,No,Sometimes,3,3,2,3,17,4
Sabrina,IDSL153,F,24,Single,Technical Degree,3,Sales,Sales Representative,1,21,1250,58,2274,8482,No,80,0,0,0,0,2,No,Sometimes,4,3,1,4,23,4
Sadie,IDRD365,F,41,Single,Life Sciences,1,Research & Development,Manufacturing Director,9,2,1489,43,5084,7611,No,80,2,2,1,2,3,No,Sometimes,4,3,2,4,20,3
Sallie,IDRD675,F,19,Divorced,Life Sciences,3,Research & Development,Laboratory Technician,0,2,204,41,2274,16732,No,80,3,2,0,3,6,Yes,Mostly,2,3,1,4,22,2
Sally,IDRD245,F,54,Married,Medical,2,Research & Development,Manufacturing Director,2,8,717,39,19740,10613,No,80,8,7,1,0,3,No,Sometimes,3,3,4,3,16,3
Salvador,IDRD693,M,26,Single,Life Sciences,1,Research & Development,Laboratory Technician,1,16,109,86,4697,17759,No,80,1,0,0,0,4,No,Sometimes,3,2,2,4,25,3
Salvatore,IDRD611,M,44,Married,Life Sciences,4,Research & Development,Laboratory Technician,7,16,1112,92,5460,7271,No,80,5,2,1,3,2,No,Sometimes,4,2,1,3,12,1
Sam,IDRD367,M,58,Divorced,Medical,3,Research & Development,Research Director,1,22,167,90,19417,9508,Yes,80,33,8,0,7,2,No,Sometimes,2,3,5,3,13,3
Samantha,IDRD066,F,27,Single,Medical,3,Research & Development,Sales Representative,1,9,1316,92,3412,8751,No,80,5,3,1,4,2,No,Sometimes,4,1,1,3,12,4
Sammy,IDSL351,M,34,Single,Life Sciences,2,Sales,Sales Executive,2,7,351,87,6239,23563,Yes,80,5,7,6,3,3,Yes,Sometimes,2,2,2,4,22,3
Samuel,IDRD051,M,33,Divorced,Medical,4,Research & Development,Manufacturing Director,9,6,537,58,10217,22465,No,80,7,7,4,7,5,No,Sometimes,3,1,3,4,24,2
Sandra,IDSL016,F,36,Single,Marketing,2,Sales,Sales Executive,0,3,886,84,7730,25418,No,80,18,7,4,7,2,No,No,4,3,3,4,20,3
Sandy,IDRD531,F,31,Single,Life Sciences,2,Research & Development,Research Scientist,1,7,877,94,1502,5301,Yes,80,6,2,1,2,2,No,Sometimes,1,3,1,3,11,3
Santiago,IDSL281,M,37,Single,Life Sciences,3,Sales,Sales Executive,7,4,715,39,7707,2188,No,80,2,2,1,2,2,Yes,Mostly,1,2,3,3,17,1
Sara,IDRD096,F,37,Married,Life Sciences,3,Research & Development,Laboratory Technician,1,26,787,70,2956,17022,No,80,1,4,0,1,2,No,Sometimes,4,3,1,3,14,3
Sarah,IDRD024,F,44,Divorced,Medical,3,Research & Development,Healthcare Representative,0,8,567,93,6247,23421,Yes,80,15,4,2,12,3,No,Sometimes,2,4,2,3,12,2
Sasha,IDRD792,F,39,Divorced,Life Sciences,2,Research & Development,Research Scientist,3,1,1246,84,2119,20109,No,80,2,2,2,2,2,No,Sometimes,1,3,1,3,11,3
Saul,IDRD768,M,46,Married,Medical,3,Research & Development,Healthcare Representative,7,1,504,89,6321,12485,Yes,80,8,5,4,6,5,No,Sometimes,1,3,2,3,12,3
Savanna,IDRD905,F,31,Married,Medical,3,Research & Development,Research Scientist,1,10,1335,43,4514,23058,No,80,6,2,0,2,2,No,Mostly,4,3,2,3,12,4
Savannah,IDRD280,F,47,Married,Life Sciences,2,Research & Development,Laboratory Technician,9,1,123,75,5397,2751,Yes,80,1,4,0,0,4,No,Sometimes,2,3,2,3,11,3
Sawyer,IDRD719,M,33,Divorced,Life Sciences,4,Research & Development,Manufacturing Director,1,11,318,47,5177,24964,No,80,7,7,7,7,2,No,Sometimes,2,3,2,3,13,2
Scarlett,IDRD543,F,55,Divorced,Medical,3,Research & Development,Healthcare Representative,0,2,154,83,10055,7654,No,80,25,0,0,12,2,No,Sometimes,3,3,4,3,11,2
Scott,IDRD046,M,50,Single,Medical,3,Research & Development,Laboratory Technician,0,19,517,40,2672,15065,No,80,3,2,2,0,6,Yes,Sometimes,4,2,1,3,13,3
Sean,IDRD094,M,51,Married,Life Sciences,3,Research & Development,Research Director,3,2,122,44,19301,7522,Yes,80,9,0,2,0,1,No,Sometimes,1,2,4,3,12,3
Sebastian,IDRD306,M,53,Married,Life Sciences,4,Research & Development,Manufacturing Director,3,1,111,68,19626,6075,No,80,10,9,4,9,3,No,Sometimes,2,2,3,3,16,3
Selena,IDSL313,F,34,Divorced,Medical,2,Sales,Sales Executive,3,16,195,100,5038,6289,Yes,80,1,0,0,0,2,No,Mostly,3,3,2,3,16,4
Serena,IDRD725,F,48,Married,Medical,1,Research & Development,Research Scientist,5,4,1430,68,3776,12879,No,80,5,4,0,3,5,No,Sometimes,3,3,1,4,21,4
Serenity,IDSL296,F,23,Married,Medical,1,Sales,Sales Executive,1,1,657,88,4801,11626,No,80,3,2,0,3,3,No,Sometimes,3,3,2,3,17,3
Sergio,IDRD497,M,50,Married,Medical,4,Research & Development,Research Scientist,9,1,469,71,4449,26451,Yes,80,4,3,1,2,2,Yes,Sometimes,2,2,1,3,13,1
Seth,IDRD292,M,46,Divorced,Life Sciences,4,Research & Development,Healthcare Representative,2,26,161,93,7307,15084,Yes,80,25,12,10,2,2,No,Sometimes,1,3,3,3,15,1
Shana,IDRD893,F,19,Married,Medical,1,Research & Development,Healthcare Representative,1,16,957,64,4085,15690,Yes,80,10,7,10,9,3,No,Sometimes,3,3,3,3,12,3
